Participant_Group,One_Ego_One,One_Ego_Two,One_Ego_Three,One_Walk_One,One_Walk_Two,One_Walk_Three,One_Tele_One,One_Tele_Two,One_Tele_Three,Four_Ego_One,Four_Ego_Two,Four_Ego_Three,Four_Walk_One,Four_Walk_Two,Four_Walk_Three,Four_Tele_One,Four_Tele_Two,Four_Tele_Three
1,0.217158406255224,0.17108044941889,0.147103224988441,0.350280328719287,0.108562713032136,0.387926039339867,0.773679236753148,0.820641157680023,0.288190519765658,0.402720708633229,0.36399988282332,0.284822648741822,0.660128376846509,0.548920286741459,0.624872184376772,0.537392953175923,0.625044219060615,0.296476010015264
1,0.236897075389308,0.666209942243956,2.63905999955297,0.363021678066946,0.66873226294869,0.951329531870485,0.914754534388887,0.652398292712993,1.26812096919538,0.779248548130006,0.690836581812691,0.629481091407132,1.18809741206781,0.832770669836439,1.03855670833407,1.07918272670037,1.15152066888712,0.597334254190013
1,0.561554482343081,0.490928148225135,0.347135681452714,0.0812438538777863,0.876929603658897,0.550004849530225,0.987090426463024,1.11735322933179,0.286577190574646,0.972495677526866,0.887755045671949,0.767641999890476,1.31203414307089,1.24616443957533,1.22184425346028,1.75033768348365,1.17189103609346,1.02409636685739
1,0.71235875020538,0.658772183614818,0.478446574754366,1.75310355461219,1.51458165452755,0.904178343219756,1.04407681971123,2.00863208548446,0.21143303482117,0.99061369882698,1.13319963338302,0.51140877693014,1.61730311733179,2.40634057031924,1.49569269861877,1.2949237559251,1.60932737590858,1.79402254321506
1,0.863988206935484,2.61686448875098,0.781794146939392,1.52013091020576,0.664124353304818,0.522200387183477,2.83379651720429,1.47252348672165,2.44365471526898,2.24534896098329,2.69561599072337,1.58939194510705,1.8519140969604,2.23084537643236,2.8527505684129,2.31615281669222,2.68642287028611,5.3887012954716
1,2.23582676056912,0.549488191620487,1.31976134320536,1.65715045281808,4.07360182942383,3.01841513393883,1.43449464397733,2.26091262632829,1.03035999794998,1.10737284128547,1.79525514499717,1.41173188050065,1.84909632542755,2.89889265805298,2.27218038055382,2.72659884875005,3.74963083931126,3.31916519902629
1,0.319760866621256,0.30257001907797,0.406305448055023,0.290938855849424,0.12259997475942,0.622667674970925,0.546199688855463,0.437521439577252,0.140946717201927,0.417228431664037,0.301678838558808,0.304530710149462,0.601094922728638,0.661809708465368,0.783990995730089,0.483672979958436,0.550689212430376,0.285749448633671
1,0.38773592205731,1.01628903996588,0.394096287831881,0.794667393575983,1.04054541542418,0.36783378124477,0.734967218942973,0.482543060531828,0.514532791467651,0.629900072674323,2.06319084880803,0.697183799905424,1.04127769085502,1.97135615744689,1.46221565160183,1.14771163790374,1.51263496121876,0.548357370181534
1,0.315617868448378,0.168291843418406,0.128991108157336,0.617456405156948,0.561411526866748,0.128853026538029,0.611209747460421,0.337235770983659,0.121696394751139,2.15471153964891,0.33624241076636,0.956779778411016,0.464949482080102,0.602392666757312,0.252027470851728,0.436989623366077,1.09686850219116,0.295944261820483
1,0.158571852602671,0.561415906710451,0.236547859199082,0.487801270142858,0.18531528881221,0.362390531481661,0.670956249785506,0.408161744051554,0.23222960267158,0.414919329564358,0.320461200792126,0.858140205759747,2.12355890285024,0.502400600557559,0.627319928694524,0.881421611718354,0.762434494791629,0.450524423070765
1,0.451399476151651,0.768260726975942,1.35806049006981,0.565452591678508,0.877441306582976,1.19500553456913,1.8920879726607,0.554735766252982,0.727903727028614,0.737910287335886,0.860130616630706,1.25730378533592,0.936809227881543,1.29856426258956,1.08937951954904,1.16112689631247,1.29120034985211,1.28029705068349
1,0.592448762046404,0.867852682275627,0.34234241368573,0.186412743099762,0.61298431293899,0.623317613925519,0.231522153797824,0.142400001148516,0.139649176526618,0.548156324921377,0.415109775325962,0.932985963849009,0.948745092696022,0.936815846148664,0.491689108346283,0.611573206669128,0.682321680998639,0.436072687614706
