Participant_Group,One_Ego_One,One_Ego_Two,One_Ego_Three,One_Walk_One,One_Walk_Two,One_Walk_Three,One_Tele_One,One_Tele_Two,One_Tele_Three,Four_Ego_One,Four_Ego_Two,Four_Ego_Three,Four_Walk_One,Four_Walk_Two,Four_Walk_Three,Four_Tele_One,Four_Tele_Two,Four_Tele_Three
1,0.184716187267334,0.184716187267334,0.184716187267334,0.261122424568543,0.261122424568543,0.261122424568543,0.6953662617264,0.6953662617264,0.6953662617264,0.363652766330984,0.363652766330984,0.363652766330984,0.608593902310541,0.608593902310541,0.608593902310541,0.524270070897668,0.524270070897668,0.524270070897668
1,0.889054806963899,0.889054806963899,0.889054806963899,0.602967482780352,0.602967482780352,0.602967482780352,0.880485324679829,0.880485324679829,0.880485324679829,0.713930270258506,0.713930270258506,0.713930270258506,1.01605857442852,1.01605857442852,1.01605857442852,1.011748209073,1.011748209073,1.011748209073
1,0.490420188517829,0.490420188517829,0.490420188517829,0.493270352920719,0.493270352920719,0.493270352920719,0.899092900432854,0.899092900432854,0.899092900432854,0.897628689257621,0.897628689257621,0.897628689257621,1.26764828375054,1.26764828375054,1.26764828375054,1.37371076120232,1.37371076120232,1.37371076120232
1,0.644141688478952,0.644141688478952,0.644141688478952,1.48790975229985,1.48790975229985,1.48790975229985,1.26337016904251,1.26337016904251,1.26337016904251,0.951807088270029,0.951807088270029,0.951807088270029,1.90859601478416,1.90859601478416,1.90859601478416,1.52050496137648,1.52050496137648,1.52050496137648
1,1.54869990766247,1.54869990766247,1.54869990766247,0.978142182840927,0.978142182840927,0.978142182840927,2.21125894462417,2.21125894462417,2.21125894462417,2.29426436970407,2.29426436970407,2.29426436970407,2.20365390303969,2.20365390303969,2.20365390303969,3.07877053388565,3.07877053388565,3.07877053388565
1,1.37807824951692,1.37807824951692,1.37807824951692,2.89598393968453,2.89598393968453,2.89598393968453,1.68423490771224,1.68423490771224,1.68423490771224,1.44339757061319,1.44339757061319,1.44339757061319,2.35363166950298,2.35363166950298,2.35363166950298,3.25432491502978,3.25432491502978,3.25432491502978
1,0.330193443890695,0.330193443890695,0.330193443890695,0.289949067237723,0.289949067237723,0.289949067237723,0.421677794813472,0.421677794813472,0.421677794813472,0.34846905011903,0.34846905011903,0.34846905011903,0.66196005162362,0.66196005162362,0.66196005162362,0.470894766682259,0.470894766682259,0.470894766682259
1,0.64042924237565,0.64042924237565,0.64042924237565,0.80765187984902,0.80765187984902,0.80765187984902,0.589910670083451,0.589910670083451,0.589910670083451,1.21667312857402,1.21667312857402,1.21667312857402,1.49749666964113,1.49749666964113,1.49749666964113,1.1738101136853,1.1738101136853,1.1738101136853
1,0.219362106378181,0.219362106378181,0.219362106378181,0.497317778117084,0.497317778117084,0.497317778117084,0.40371748632786,0.40371748632786,0.40371748632786,1.18773753584831,1.18773753584831,1.18773753584831,0.477342353705311,0.477342353705311,0.477342353705311,0.672732102586991,0.672732102586991,0.672732102586991
1,0.335304675565065,0.335304675565065,0.335304675565065,0.34172472987836,0.34172472987836,0.34172472987836,0.47809311806914,0.47809311806914,0.47809311806914,0.465780253294543,0.465780253294543,0.465780253294543,1.17584778710202,1.17584778710202,1.17584778710202,0.747647327218146,0.747647327218146,0.747647327218146
